source,method,metric,kind,n,value,observed_std,ci_low,ci_high,n_draws,combo_id,cohort,cancer,cancer_prefix,norm,model,off_aug,batch,data_type,model_type,title
real,LOGIS,f1_score,observed,20.0,0.5066666666666666,0.19669491322575908,,,5.0,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,observed,94.0,0.7094423603572211,0.06711929266351822,,,5.0,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,20.0,0.5126070235632127,,0.30544392178181956,0.7197701253446059,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,20.747474747474747,0.5222056856470964,,0.32990332648838405,0.7145080448058087,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,21.494949494949495,0.5311275344088366,,0.35214895906408195,0.7101061097535913,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,22.242424242424242,0.5394414233092111,,0.3724540681096392,0.7064287785087829,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,22.98989898989899,0.5472071912995068,,0.3910501150111327,0.7033642675878808,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,23.737373737373737,0.554477089608272,,0.4081342225665584,0.7008199566499856,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,24.484848484848484,0.5612969460552105,,0.42387520309342497,0.6987186890169961,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,25.232323232323232,0.5677071215190681,,0.4384183364488312,0.696995906589305,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,25.97979797979798,0.5737433005731907,,0.45188928738954526,0.6955973137568361,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,26.727272727272727,0.5794371488727835,,0.4643971948561126,0.6944771028894544,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,27.474747474747474,0.5848168627635464,,0.47603742186911685,0.693596303657976,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,28.22222222222222,0.589907631167563,,0.48689352287502363,0.6929217394601023,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,28.96969696969697,0.5947320256492273,,0.49703856024900195,0.6924254910494527,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,29.717171717171716,0.5993103313537023,,0.5065374039117839,0.6920832587956206,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,30.464646464646464,0.6036608290110138,,0.5154474765522074,0.6918741814698203,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,31.21212121212121,0.6078000362397281,,0.5238196897585634,0.6917803827208928,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,31.95959595959596,0.6117429148385543,,0.5316992303332589,0.6917865993438496,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,32.707070707070706,0.615503049527427,,0.5391268970800178,0.6918792019748361,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,33.45454545454545,0.6190928026202229,,0.5461387922581499,0.692046812982296,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,34.2020202020202,0.622523448325062,,0.5527677297335826,0.6922791669165415,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,34.94949494949495,0.6258052897337054,,0.5590427729452,0.6925678065222108,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,35.696969696969695,0.6289477610470322,,0.5649908425902732,0.6929046795037912,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,36.44444444444444,0.6319595171642935,,0.5706356481675964,0.6932833861609907,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,37.1919191919192,0.6348485124206272,,0.5759991563703434,0.6936978684709111,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,37.93939393939394,0.6376220699751209,,0.581101081451072,0.6941430584991699,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,38.68686868686869,0.640286943118747,,0.5859592939434939,0.6946145922940001,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,39.43434343434343,0.6428493695783684,,0.5905904539895402,0.6951082851671965,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,40.18181818181819,0.6453151197323301,,0.5950095963365056,0.6956206431281546,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,40.92929292929293,0.6476895395189508,,0.5992302890501513,0.6961487899877503,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,41.67676767676768,0.6499775887067494,,0.6032652508079913,0.6966899266055074,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,42.42424242424242,0.6521838751006573,,0.6071261534962813,0.6972415967050334,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,43.17171717171718,0.6543126851786611,,0.6108234212374366,0.6978019491198857,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,43.91919191919192,0.6563680115857724,,0.6143671843208981,0.6983688388506467,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,44.66666666666667,0.6583535778548825,,0.6177663774870911,0.6989407782226739,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,45.41414141414141,0.6602728606752346,,0.6210294570235693,0.6995162643269,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,46.161616161616166,0.6621291099875597,,0.6241640734463145,0.7000941465288049,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,46.90909090909091,0.66392536714923,,0.6271775528833382,0.7006731814151218,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,47.65656565656566,0.6656644813821491,,0.6300765661087355,0.7012523966555626,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,48.4040404040404,0.6673491246897254,,0.6328672592642712,0.7018309901151796,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,49.151515151515156,0.668981805406536,,0.6355554990182662,0.7024081117948057,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,49.898989898989896,0.6705648805246047,,0.6381465374780414,0.702983223571168,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,50.64646464646465,0.6721005669231812,,0.640645370833531,0.7035557630128314,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,51.39393939393939,0.6735909516140809,,0.6430569812118474,0.7041249220163144,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,52.141414141414145,0.6750380011017615,,0.6453854196004617,0.7046905826030613,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,52.88888888888889,0.6764435699460558,,0.647635088260668,0.7052520516314437,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,53.63636363636364,0.6778094086056444,,0.6498095905249367,0.7058092266863522,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,54.38383838383839,0.6791371706317408,,0.6519125486228832,0.7063617926405985,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,55.131313131313135,0.6804284192738977,,0.653947262873238,0.7069095756745575,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,55.87878787878788,0.681684633553197,,0.6559171809754849,0.707452086130909,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,56.62626262626263,0.682907213852229,,0.6578252087721685,0.7079892189322894,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,57.37373737373738,0.6840974870661024,,0.6596739470091283,0.7085210271230765,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,58.121212121212125,0.6852567113541562,,0.6614661593056571,0.7090472634026553,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,58.86868686868687,0.6863860805280027,,0.6632043133240981,0.7095678477319072,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,59.61616161616162,0.6874867281079449,,0.6648908164354848,0.710082639780405,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,60.36363636363637,0.688559731076627,,0.6665279036685801,0.710591558484674,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,61.111111111111114,0.6896061133559409,,0.6681175253821706,0.7110947013297112,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,61.85858585858586,0.6906268490306902,,0.669661697902567,0.7115920001588133,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,62.60606060606061,0.6916228653402599,,0.6711625065152731,0.7120832241652466,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,63.35353535353536,0.6925950454575255,,0.6726214134162234,0.7125686774988276,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,64.1010101010101,0.6935442310724393,,0.6740401867322654,0.7130482754126133,,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-50
