source,method,metric,kind,n,value,observed_std,ci_low,ci_high,n_draws,combo_id,cohort,cancer,cancer_prefix,norm,model,off_aug,batch,data_type,model_type,title
real,LOGIS,f1_score,observed,20.0,0.6253333333333334,0.1330329950718159,,,5.0,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,20.0,0.6336061838226106,,0.2725645202084985,0.9946478474367226,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,20.747474747474747,0.639515607707844,,0.307446677080694,0.9715845383349939,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,21.494949494949495,0.6449588568702268,,0.338631718988963,0.9512859947514907,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,22.242424242424242,0.6499870664291874,,0.3666256775981396,0.9333484552602351,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,22.98989898989899,0.6546442892932606,,0.3918508160722283,0.9174377625142929,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,23.737373737373737,0.6589686682776013,,0.4146618121252674,0.9032755244299351,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,24.484848484848484,0.662993384510031,,0.43535845411434393,0.890628314905718,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,25.232323232323232,0.6667474301616944,,0.4541952245354772,0.8792996357879115,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,25.97979797979798,0.6702562421433995,,0.4713900918359095,0.8691223924508895,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,26.727272727272727,0.6735422249588416,,0.487128949162986,0.8599555007546973,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,27.474747474747474,0.6766251845808139,,0.5015732273824023,0.8516771417792255,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,28.22222222222222,0.6795226904399437,,0.5148615623654929,0.8441838185143946,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,28.96969696969697,0.6822503789782968,,0.5271156460616808,0.8373851118949127,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,29.717171717171716,0.684822209428839,,0.5384401559533031,0.8312042629043749,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,30.464646464646464,0.687250680323679,,0.5489288454073362,0.8255725152400217,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,31.21212121212121,0.6895470135538603,,0.5586614644888088,0.8204325626189117,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,31.95959595959596,0.6917213114867385,,0.5677104435709389,0.8157321794025382,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,32.707070707070706,0.6937826916085559,,0.5761387437052428,0.811426639511869,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,33.45454545454545,0.6957394023360168,,0.5840022567055764,0.8074765479664573,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,34.2020202020202,0.697598922983396,,0.5913515367384335,0.8038463092283584,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,34.94949494949495,0.6993680503444839,,0.5982299289570634,0.8005061717319044,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,35.696969696969695,0.701052973923588,,0.6046785396020421,0.7974274082451339,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,36.44444444444444,0.7026593415053773,,0.6107320593508226,0.794586623659932,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,37.1919191919192,0.7041923164729916,,0.6164230628561389,0.7919615700898444,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,37.93939393939394,0.7056566280545664,,0.6217797747200642,0.7895334813890686,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,38.68686868686869,0.7070566154900645,,0.6268290505825848,0.7872841803975442,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,39.43434343434343,0.708396266955052,,0.6315934791236343,0.7851990547864697,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,40.18181818181819,0.7096792539495468,,0.6360946796983219,0.7832638282007717,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,40.92929292929293,0.7109089617532666,,0.6403526801429045,0.7814652433636287,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,41.67676767676768,0.7120885164595424,,0.6443839858608722,0.7797930470582126,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,42.42424242424242,0.71322080902562,,0.6482051934442676,0.7782364246069724,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,43.17171717171718,0.7143085167144774,,0.6518307278430377,0.776786305585917,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,43.91919191919192,0.7153541222505553,,0.6552741668193162,0.7754340776817944,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,44.66666666666667,0.716359930967233,,0.6585476054456229,0.7741722564888432,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,45.41414141414141,0.7173280861861095,,0.6616623241334213,0.7729938482387978,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,46.161616161616166,0.718260583036039,,0.6646281498028783,0.7718930162691997,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,46.90909090909091,0.7191592808924983,,0.6674557525946976,0.7708628091902989,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,47.65656565656566,0.7200259145944625,,0.6701524148667005,0.7698994143222245,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,48.4040404040404,0.7208621045759183,,0.6727269361949101,0.7689972729569264,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,49.151515151515156,0.7216693660319085,,0.675187031942492,0.7681517001213249,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,49.898989898989896,0.7224491172241688,,0.677539015240752,0.7673592192075857,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,50.64646464646465,0.7232026870186052,,0.6797894361498046,0.7666159378874059,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,51.39393939393939,0.7239313217357705,,0.6819441095351347,0.7659185339364062,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,52.141414141414145,0.7246361913858923,,0.6840084476272646,0.76526393514452,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,52.88888888888889,0.725318395351643,,0.6859877920291608,0.7646489986741252,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,53.63636363636364,0.7259789675745679,,0.6878867662533868,0.764071168895749,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,54.38383838383839,0.7266188812947368,,0.6897099331110308,0.7635278294784429,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,55.131313131313135,0.7272390533876306,,0.6914611463993158,0.7630169603759455,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,55.87878787878788,0.7278403483374085,,0.6931442075241433,0.7625364891506737,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,56.62626262626263,0.7284235818814337,,0.6947628691446187,0.7620842946182488,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,57.37373737373738,0.7289895243571762,,0.6963201858706782,0.7616588628436742,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,58.121212121212125,0.7295389037793073,,0.6978191699894591,0.7612586375691555,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,58.86868686868687,0.7300724086718798,,0.6992637732713947,0.760881044072365,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,59.61616161616162,0.7305906906779085,,0.7006556263334136,0.7605257550224034,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,60.36363636363637,0.7310943669663815,,0.7019976306169704,0.7601911033157926,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,61.111111111111114,0.7315840224547093,,0.7032923289873034,0.7598757159221152,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,61.85858585858586,0.7320602118628169,,0.7045419077875279,0.7595785159381059,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,62.60606060606061,0.7325234616134891,,0.7057481987389809,0.7592987244879974,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,63.35353535353536,0.7329742715921516,,0.7069139859995539,0.7590345571847492,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
real,LOGIS,f1_score,fitted,64.1010101010101,0.7334131167779984,,0.7080407235223553,0.7587855100336415,,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-50:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-50,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-50
